Rating,MovieId,Title,Director,LeadActor,Votes,CriticScore,IsAction,IsAdventure,IsAnimation,IsBiography,IsComedy,IsCrime,IsDrama,IsRomance,IsFantasy,IsHorror,IsMistery,IsHistory,IsFamily,IsSport,IsWar,IsWestern,IsSciFi,IsThriller
5.2,957,Legion,Scott Stewart,Paul Bettany,84158,32,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7.7,958,End of Watch,David Ayer,Jake Gyllenhaal,192190,68,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
6.2,959,3 Days to Kill,McG,Kevin Costner,73567,40,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7.8,960,Lucky Number Slevin,Paul McGuigan,Josh Hartnett,271940,53,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7,961,Trance,Danny Boyle,James McAvoy,97141,61,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5.9,962,Into the Forest,Patricia Rozema,Ellen Page,10220,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
6.7,963,The Other Boleyn Girl,Justin Chadwick,Natalie Portman,88260,50,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6.3,964,I Spit on Your Grave,Steven R. Monroe,Sarah Butler,60133,27,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
6.9,965,Custody,James Lapine,Viola Davis,280,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,966,Inland Empire,David Lynch,Laura Dern,44227,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.7,967,L'odyssée,Jérôme Salle,Lambert Wilson,1810,70,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.3,968,The Walk,Robert Zemeckis,Joseph Gordon-Levitt,92378,,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3.5,969,Wrecker,Micheal Bafaro,Anna Hutchison,1210,37,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6.5,970,The Lone Ranger,Gore Verbinski,Johnny Depp,190855,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.8,971,Texas Chainsaw 3D,John Luessenhop,Alexandra Daddario,37060,62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6.9,972,Disturbia,D.J. Caruso,Shia LaBeouf,193491,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5.9,973,Rock of Ages,Adam Shankman,Julianne Hough,64513,47,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6.2,974,Scream 4,Wes Craven,Neve Campbell,108544,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.4,975,Queen of Katwe,Mira Nair,Madina Nalwanga,6753,73,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6,976,My Big Fat Greek Wedding 2,Kirk Jones,Nia Vardalos,20966,37,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
6.2,977,Dark Places,Gilles Paquet-Brenner,Charlize Theron,31634,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5,978,Amateur Night,Lisa Addario,Jason Biggs,2229,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,979,It's Only the End of the World,Xavier Dolan,Nathalie Baye,10658,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.6,980,The Skin I Live In,Pedro Almodóvar,Antonio Banderas,108772,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7,981,Miracles from Heaven,Patricia Riggen,Jennifer Garner,12048,44,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5.3,982,Annie,Will Gluck,Quvenzhané Wallis,27312,33,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
7.4,983,Across the Universe,Julie Taymor,Evan Rachel Wood,95172,56,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6.5,984,Let's Be Cops,Luke Greenfield,Jake Johnson,112729,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.8,985,Max,Boaz Yakin,Thomas Haden Church,21405,47,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5.6,986,Your Highness,David Gordon Green,Danny McBride,87904,31,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5.9,987,Final Destination 5,Steven Quale,Nicholas D'Agosto,88000,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6.3,988,Endless Love,Shana Feste,Gabriella Wilde,33688,30,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7.1,989,Martyrs,Pascal Laugier,Morjana Alaoui,63785,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7.5,990,Selma,Ava DuVernay,David Oyelowo,67637,,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
6.6,991,Underworld: Rise of the Lycans,Patrick Tatopoulos,Rhona Mitra,129708,44,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.5,992,Taare Zameen Par,Aamir Khan,Darsheel Safary,102697,42,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6.3,993,Take Me Home Tonight,Michael Dowse,Topher Grace,45419,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
5.9,994,Resident Evil: Afterlife,Paul W.S. Anderson,Milla Jovovich,140900,37,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6.7,995,Project X,Nima Nourizadeh,Thomas Mann,164088,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2,996,Secret in Their Eyes,Billy Ray,Chiwetel Ejiofor,27585,45,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5.5,997,Hostel: Part II,Eli Roth,Lauren German,73152,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6.2,998,Step Up 2: The Streets,Jon M. Chu,Robert Hoffman,70699,50,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5.6,999,Search Party,Scot Armstrong,Adam Pally,4881,22,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3,1000,Nine Lives,Barry Sonnenfeld,Kevin Spacey,12435,11,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
